ID,Dt_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Country,Monetary,Frequency,Recency
3885,10/16/2013,16,2,18,3,0,24,1,1,2,8,SP,63,4,10
,,,,,,,,,,,,,0,0,
11003,10/2/2013,2,5,7,0,18,18,2,0,3,7,CA,50,5,10
,,,,,,,,,,,,,0,0,
8026,9/30/2013,120,58,73,65,89,58,5,4,5,5,CA,463,14,10
,,,,,,,,,,,,,0,0,
577,8/20/2013,9,1,7,0,3,2,1,0,3,7,SP,22,4,10
,,,,,,,,,,,,,0,0,
8702,8/20/2013,9,1,7,0,3,2,1,0,3,7,AUS,22,4,10
,,,,,,,,,,,,,0,0,
5429,8/20/2013,145,1,33,2,1,1,4,1,4,6,SP,183,9,10
,,,,,,,,,,,,,0,0,
977,8/1/2013,200,19,111,50,15,19,5,1,8,6,CA,414,14,10
,,,,,,,,,,,,,0,0,
2793,7/21/2013,532,88,168,69,44,133,7,3,13,5,SA,1034,23,10
,,,,,,,,,,,,,0,0,
1071,7/21/2013,532,88,168,69,44,133,7,3,13,5,US,1034,23,10
,,,,,,,,,,,,,0,0,
5074,7/8/2013,30,0,10,2,0,5,1,0,3,7,CA,47,4,10
,,,,,,,,,,,,,0,0,
2632,6/18/2013,297,0,38,13,0,152,5,4,4,6,IND,500,13,10
,,,,,,,,,,,,,0,0,
6404,3/24/2013,151,7,89,0,7,28,4,1,6,5,SA,282,11,10
,,,,,,,,,,,,,0,0,
10240,2/19/2013,997,26,269,34,13,42,10,4,6,4,CA,1381,20,10
,,,,,,,,,,,,,0,0,
2521,1/10/2013,23,1,13,2,2,18,1,1,2,7,SP,59,4,10
,,,,,,,,,,,,,0,0,
4301,1/10/2013,23,1,13,2,2,18,1,1,2,7,AUS,59,4,10
,,,,,,,,,,,,,0,0,
7381,12/6/2012,797,153,293,72,97,30,11,4,6,4,SP,1442,21,10
,,,,,,,,,,,,,0,0,
2407,11/9/2012,823,25,459,124,29,95,6,6,7,4,US,1555,19,10
,,,,,,,,,,,,,0,0,
9064,11/9/2012,823,25,459,124,29,95,6,6,7,4,SP,1555,19,10
,,,,,,,,,,,,,0,0,
5067,2/14/2014,966,26,282,52,26,26,2,7,11,5,SP,1378,20,11
,,,,,,,,,,,,,0,0,
10281,2/7/2014,180,60,241,13,54,54,5,5,7,4,AUS,602,17,11
,,,,,,,,,,,,,0,0,
11191,12/7/2013,37,32,38,11,3,18,2,1,4,6,SP,139,7,11
,,,,,,,,,,,,,0,0,
2552,10/22/2013,416,0,26,0,0,4,6,3,6,7,SP,446,15,11
,,,,,,,,,,,,,0,0,
6720,10/16/2013,314,11,53,4,3,107,7,3,4,7,SP,492,14,11
,,,,,,,,,,,,,0,0,
4557,10/4/2013,10,7,19,8,2,21,2,2,2,6,SA,67,6,11
,,,,,,,,,,,,,0,0,
1183,9/21/2013,9,1,4,3,2,3,1,0,2,6,GER,22,3,11
,,,,,,,,,,,,,0,0,
4186,8/5/2013,18,6,15,12,8,17,2,1,3,5,CA,76,6,11
,,,,,,,,,,,,,0,0,
1419,8/5/2013,18,6,15,12,8,17,2,1,3,5,SP,76,6,11
,,,,,,,,,,,,,0,0,
967,7/21/2013,342,9,112,19,14,19,5,2,9,7,SP,515,16,11
,,,,,,,,,,,,,0,0,
1048,7/14/2013,63,3,67,8,9,28,3,1,4,7,SA,178,8,11
,,,,,,,,,,,,,0,0,
9262,7/4/2013,20,6,5,0,9,12,1,0,3,7,SA,52,4,11
,,,,,,,,,,,,,0,0,
3427,4/12/2013,629,0,70,0,0,35,11,2,7,8,SA,734,20,11
,,,,,,,,,,,,,0,0,
5892,4/10/2013,158,6,45,8,2,2,3,2,5,7,SA,221,10,11
,,,,,,,,,,,,,0,0,
8911,4/8/2013,201,53,172,116,77,83,5,4,9,4,SP,702,18,11
,,,,,,,,,,,,,0,0,
6606,3/31/2013,964,34,137,15,0,11,5,2,10,8,SP,1161,17,11
,,,,,,,,,,,,,0,0,
2677,3/31/2013,72,24,68,65,4,8,3,1,6,4,SA,241,10,11
,,,,,,,,,,,,,0,0,
252,3/17/2013,123,133,142,71,44,88,6,2,8,6,SA,601,16,11
,,,,,,,,,,,,,0,0,
9860,3/15/2013,159,0,22,2,1,31,4,1,4,7,SP,215,9,11
,,,,,,,,,,,,,0,0,
1388,2/20/2013,6,10,21,19,14,42,2,1,3,6,AUS,112,6,11
,,,,,,,,,,,,,0,0,
979,2/20/2013,6,10,21,19,14,42,2,1,3,6,SP,112,6,11
,,,,,,,,,,,,,0,0,
7494,1/21/2013,209,0,40,3,2,15,6,1,4,8,CA,269,11,11
,,,,,,,,,,,,,0,0,
10490,12/10/2012,100,64,79,65,0,109,6,2,4,7,AUS,417,12,11
,,,,,,,,,,,,,0,0,
3403,9/24/2012,1170,19,594,99,76,134,2,5,12,6,SP,2092,19,11
,,,,,,,,,,,,,0,0,
2715,8/6/2012,70,3,37,4,2,64,3,2,2,9,CA,180,7,11
,,,,,,,,,,,,,0,0,
4828,6/18/2014,71,99,278,185,121,38,5,10,5,1,SA,792,20,12
,,,,,,,,,,,,,0,0,
92,5/12/2014,5,7,24,19,14,20,3,0,4,6,CA,89,7,12
,,,,,,,,,,,,,0,0,
3312,5/12/2014,5,7,24,19,14,20,3,0,4,6,IND,89,7,12
,,,,,,,,,,,,,0,0,
11176,5/12/2014,376,9,83,19,4,4,5,4,7,3,CA,495,16,12
,,,,,,,,,,,,,0,0,
1446,4/5/2014,387,68,569,89,45,68,6,9,12,1,SA,1226,27,12
,,,,,,,,,,,,,0,0,
9699,12/21/2013,357,35,271,28,28,14,6,2,12,5,SP,733,20,12
,,,,,,,,,,,,,0,0,
9790,11/23/2013,912,72,170,47,36,97,11,3,4,4,CA,1334,18,12
,,,,,,,,,,,,,0,0,
2324,10/27/2013,625,38,242,50,34,76,7,11,11,4,SP,1065,29,12
,,,,,,,,,,,,,0,0,
5080,10/21/2013,420,0,452,182,64,140,6,6,4,2,ME,1258,16,12
,,,,,,,,,,,,,0,0,
4992,9/19/2013,6,4,16,3,10,30,3,1,2,7,SP,69,6,12
,,,,,,,,,,,,,0,0,
7849,9/9/2013,209,19,456,160,142,66,2,9,13,1,SP,1052,24,12
,,,,,,,,,,,,,0,0,
4808,9/5/2013,1,2,5,6,0,3,1,0,2,7,SP,17,3,12
,,,,,,,,,,,,,0,0,
10401,9/4/2013,1,0,5,0,3,9,0,0,3,3,GER,18,3,12
,,,,,,,,,,,,,0,0,
7793,8/31/2013,641,7,84,0,30,38,10,4,7,6,SP,800,21,12
,,,,,,,,,,,,,0,0,
9303,7/30/2013,12,4,7,1,3,5,1,0,0,13,IND,32,1,12
,,,,,,,,,,,,,0,0,
6853,7/4/2013,712,26,538,69,13,80,3,6,11,1,AUS,1438,20,12
,,,,,,,,,,,,,0,0,
7366,7/4/2013,712,26,538,69,13,80,3,6,11,1,IND,1438,20,12
,,,,,,,,,,,,,0,0,
9780,6/25/2013,465,25,132,136,0,37,8,3,13,4,SP,795,24,12
,,,,,,,,,,,,,0,0,
7573,5/10/2013,39,1,9,2,1,34,2,1,2,7,GER,86,5,12
,,,,,,,,,,,,,0,0,
1379,4/27/2013,154,2,46,20,4,15,4,2,4,4,SA,241,10,12
,,,,,,,,,,,,,0,0,
8923,4/18/2013,514,22,732,42,198,79,6,7,7,3,SP,1587,20,12
,,,,,,,,,,,,,0,0,
3547,12/30/2012,14,7,9,6,16,12,2,0,3,6,SA,64,5,12
,,,,,,,,,,,,,0,0,
8707,8/22/2012,565,42,548,64,83,99,5,6,4,3,SP,1401,15,12
,,,,,,,,,,,,,0,0,
1891,8/8/2012,667,50,850,21,83,83,4,6,5,2,SP,1754,15,12
,,,,,,,,,,,,,0,0,
6271,6/19/2014,53,0,8,0,0,2,2,0,3,5,SP,63,5,13
,,,,,,,,,,,,,0,0,
9635,4/20/2014,66,2,40,4,3,14,3,1,3,6,SP,129,7,13
,,,,,,,,,,,,,0,0,
9727,2/28/2014,4,24,11,16,1,25,2,0,4,6,CA,81,6,13
,,,,,,,,,,,,,0,0,
6205,2/24/2014,34,3,29,0,4,10,2,1,3,5,CA,80,6,13
,,,,,,,,,,,,,0,0,
10681,1/15/2014,129,129,259,168,121,83,6,3,12,4,SP,889,21,13
,,,,,,,,,,,,,0,0,
5156,1/15/2014,129,129,259,168,121,83,6,3,12,4,SP,889,21,13
,,,,,,,,,,,,,0,0,
3050,12/17/2013,185,0,28,3,2,17,3,1,6,4,SP,235,10,13
,,,,,,,,,,,,,0,0,
8164,11/25/2013,1023,93,651,49,55,37,5,6,7,2,SA,1908,18,13
,,,,,,,,,,,,,0,0,
5626,11/23/2013,338,4,89,11,8,13,4,2,9,4,SP,463,15,13
,,,,,,,,,,,,,0,0,
7600,10/28/2013,1,3,3,8,1,13,1,0,3,7,CA,29,4,13
,,,,,,,,,,,,,0,0,
6406,10/28/2013,647,107,391,175,67,40,6,4,10,3,GER,1427,20,13
,,,,,,,,,,,,,0,0,
7002,10/3/2013,163,48,90,0,45,52,3,2,8,3,SP,398,13,13
,,,,,,,,,,,,,0,0,
8234,8/15/2013,1,6,7,0,1,3,1,0,2,8,SP,18,3,13
,,,,,,,,,,,,,0,0,
6116,7/5/2013,19,13,18,10,7,8,1,1,3,3,SP,75,5,13
,,,,,,,,,,,,,0,0,
291,6/19/2013,182,74,298,162,149,116,3,3,6,1,SA,981,12,13
,,,,,,,,,,,,,0,0,
8779,6/16/2013,56,4,76,17,1,18,4,1,3,9,US,172,8,13
,,,,,,,,,,,,,0,0,
4931,4/29/2013,1,0,1725,2,1,1,0,28,0,1,SA,1730,28,13
,,,,,,,,,,,,,0,0,
1650,4/22/2013,779,86,537,34,69,138,5,9,12,3,SP,1643,26,13
,,,,,,,,,,,,,0,0,
9701,3/19/2013,32,34,41,73,16,116,4,2,3,7,CA,312,9,13
,,,,,,,,,,,,,0,0,
6431,2/23/2013,42,1,18,3,0,4,2,0,3,7,IND,68,5,13
,,,,,,,,,,,,,0,0,
10789,2/23/2013,42,1,18,3,0,4,2,0,3,7,SP,68,5,13
,,,,,,,,,,,,,0,0,
5302,2/15/2013,298,27,697,216,24,166,4,6,5,2,SP,1428,15,13
,,,,,,,,,,,,,0,0,
4459,12/30/2012,10,4,14,4,4,1,1,0,3,8,SP,37,4,13
,,,,,,,,,,,,,0,0,
10642,12/30/2012,10,4,14,4,4,1,1,0,3,8,SP,37,4,13
,,,,,,,,,,,,,0,0,
9213,10/31/2012,4,1,5,2,0,3,1,0,2,8,SP,15,3,13
,,,,,,,,,,,,,0,0,
3678,10/7/2012,488,23,71,15,0,59,8,3,7,7,SP,656,18,13
,,,,,,,,,,,,,0,0,
3698,8/9/2012,817,185,687,145,55,241,4,6,8,2,SP,2130,18,13
,,,,,,,,,,,,,0,0,
5929,5/6/2014,19,3,19,3,1,3,2,0,3,7,SP,48,5,14
,,,,,,,,,,,,,0,0,
10795,5/6/2014,19,3,19,3,1,3,2,0,3,7,IND,48,5,14
,,,,,,,,,,,,,0,0,
4390,4/15/2014,459,15,171,142,23,31,5,4,12,2,SA,841,21,14
,,,,,,,,,,,,,0,0,
9362,3/5/2014,492,5,32,13,5,21,9,1,7,6,CA,568,17,14
,,,,,,,,,,,,,0,0,
1577,2/19/2014,558,79,622,207,175,95,4,6,4,1,SP,1736,14,14
,,,,,,,,,,,,,0,0,
4609,1/11/2014,383,0,53,6,4,40,8,1,6,6,SP,486,15,14
,,,,,,,,,,,,,0,0,
7143,11/6/2013,209,162,209,41,162,37,4,7,10,2,SP,820,21,14
,,,,,,,,,,,,,0,0,
1729,10/2/2013,1043,24,97,32,24,157,3,5,10,6,SP,1377,18,14
,,,,,,,,,,,,,0,0,
10664,9/7/2013,400,4,35,6,0,22,9,1,5,8,SP,467,15,14
,,,,,,,,,,,,,0,0,
5029,8/6/2013,3,1,2,4,3,1,0,0,3,5,SP,14,3,14
,,,,,,,,,,,,,0,0,
10507,7/25/2013,691,7,69,0,7,23,2,2,7,8,US,797,11,14
,,,,,,,,,,,,,0,0,
3865,4/30/2013,2,12,10,6,13,30,3,1,2,8,CA,73,6,14
,,,,,,,,,,,,,0,0,
6982,3/19/2013,783,30,537,140,76,15,4,10,9,2,IND,1581,23,14
,,,,,,,,,,,,,0,0,
7042,3/1/2013,3,3,14,15,21,10,2,1,2,9,SP,66,5,14
,,,,,,,,,,,,,0,0,
9668,1/12/2013,4,16,20,0,17,20,2,0,4,8,SA,77,6,14
,,,,,,,,,,,,,0,0,
6878,12/12/2012,43,12,96,78,40,55,4,1,6,7,SP,324,11,14
,,,,,,,,,,,,,0,0,
4099,11/12/2012,10,2,16,11,2,21,1,0,3,8,SP,62,4,14
,,,,,,,,,,,,,0,0,
5031,9/22/2012,777,35,731,39,137,114,5,9,11,2,SP,1833,25,14
,,,,,,,,,,,,,0,0,
1970,9/10/2012,63,0,21,7,0,12,3,0,3,8,SP,103,6,14
,,,,,,,,,,,,,0,0,
5726,3/20/2014,16,7,23,0,8,6,3,0,4,5,SA,60,7,15
,,,,,,,,,,,,,0,0,
5231,2/27/2014,27,2,7,0,2,13,1,0,3,5,SP,51,4,15
,,,,,,,,,,,,,0,0,
1307,2/9/2014,27,5,8,8,3,12,3,0,4,4,SP,63,7,15
,,,,,,,,,,,,,0,0,
10609,10/12/2013,71,0,13,3,1,0,1,1,4,4,CA,88,6,15
,,,,,,,,,,,,,0,0,
5782,9/28/2013,402,35,106,101,77,42,9,2,9,5,SP,763,20,15
,,,,,,,,,,,,,0,0,
7533,9/24/2013,144,1,32,2,1,7,4,1,4,7,CA,187,9,15
,,,,,,,,,,,,,0,0,
9493,5/5/2013,840,53,804,23,71,17,5,4,8,3,CA,1808,17,15
,,,,,,,,,,,,,0,0,
2253,2/16/2013,32,0,8,23,4,18,1,0,4,6,SP,85,5,15
,,,,,,,,,,,,,0,0,
2326,2/16/2013,32,0,8,23,4,18,1,0,4,6,SP,85,5,15
,,,,,,,,,,,,,0,0,
1876,2/16/2013,32,0,8,23,4,18,1,0,4,6,IND,85,5,15
,,,,,,,,,,,,,0,0,
7141,12/29/2012,88,10,46,2,3,64,5,1,2,10,SP,213,8,15
,,,,,,,,,,,,,0,0,
7393,12/10/2012,56,5,24,4,0,3,2,1,3,5,SP,92,6,15
,,,,,,,,,,,,,0,0,
4713,11/22/2012,74,0,42,2,1,6,2,1,4,7,SP,125,7,15
,,,,,,,,,,,,,0,0,
5093,9/18/2012,40,3,30,10,7,11,3,0,3,9,SP,101,6,15
,,,,,,,,,,,,,0,0,
8524,9/18/2012,40,3,30,10,7,11,3,0,3,9,SP,101,6,15
,,,,,,,,,,,,,0,0,
3766,8/16/2012,100,71,243,108,94,219,9,1,8,9,SP,835,18,15
,,,,,,,,,,,,,0,0,
9725,6/5/2014,8,0,3,0,0,1,1,0,2,8,SP,12,3,16
,,,,,,,,,,,,,0,0,
8933,5/12/2014,26,3,23,4,7,3,2,0,4,6,CA,66,6,16
,,,,,,,,,,,,,0,0,
10779,4/13/2014,15,5,14,0,4,11,1,0,3,7,SP,49,4,16
,,,,,,,,,,,,,0,0,
9289,4/10/2014,29,1,17,0,3,13,2,1,2,8,SP,63,5,16
,,,,,,,,,,,,,0,0,
2613,4/3/2014,162,6,37,6,13,13,1,3,6,1,SP,237,10,16
,,,,,,,,,,,,,0,0,
10133,2/12/2014,1302,68,731,89,114,45,6,7,12,2,CA,2349,25,16
,,,,,,,,,,,,,0,0,
8443,2/10/2014,6,10,12,3,15,40,3,1,2,8,SA,86,6,16
,,,,,,,,,,,,,0,0,
10796,1/22/2014,47,1,6,0,0,12,1,1,3,6,IND,66,5,16
,,,,,,,,,,,,,0,0,
10241,12/15/2013,0,0,0,6,2,6,1,0,2,6,SP,14,3,16
,,,,,,,,,,,,,0,0,
3388,10/30/2013,129,26,67,3,67,2,6,1,5,7,GER,294,12,16
,,,,,,,,,,,,,0,0,
6507,10/4/2013,16,11,15,2,0,12,1,1,4,3,AUS,56,6,16
,,,,,,,,,,,,,0,0,
7446,9/9/2013,520,42,98,0,42,14,6,4,10,6,US,716,20,16
,,,,,,,,,,,,,0,0,
87,8/26/2013,0,7,5,26,2,17,2,0,3,7,GER,57,5,16
,,,,,,,,,,,,,0,0,
10477,8/6/2013,71,0,18,0,0,13,3,1,2,7,SP,102,6,16
,,,,,,,,,,,,,0,0,
6072,2/2/2013,918,57,842,99,38,133,5,8,6,3,SP,2087,19,16
,,,,,,,,,,,,,0,0,
2518,1/25/2013,5,4,5,4,2,10,0,1,2,7,GER,30,3,16
,,,,,,,,,,,,,0,0,
247,11/17/2012,172,10,125,21,13,16,7,2,4,9,SP,357,13,16
,,,,,,,,,,,,,0,0,
9463,11/13/2012,931,56,253,91,98,14,9,5,7,5,CA,1443,21,16
,,,,,,,,,,,,,0,0,
1459,11/7/2012,666,35,124,69,8,26,5,3,5,3,SP,928,13,16
,,,,,,,,,,,,,0,0,
9530,11/1/2012,5,3,4,4,1,0,1,0,2,8,SA,17,3,16
,,,,,,,,,,,,,0,0,
9653,10/16/2012,27,1,14,4,1,21,2,0,3,8,SA,68,5,16
,,,,,,,,,,,,,0,0,
10785,6/19/2014,24,1,10,2,0,4,2,0,3,5,SA,41,5,17
,,,,,,,,,,,,,0,0,
9392,5/8/2014,4,1,11,0,0,1,1,0,2,7,SP,17,3,17
,,,,,,,,,,,,,0,0,
10146,3/2/2014,25,1,13,0,0,3,1,0,3,7,AUS,42,4,17
,,,,,,,,,,,,,0,0,
4741,1/30/2014,391,32,70,21,32,16,6,2,9,5,SP,562,17,17
,,,,,,,,,,,,,0,0,
1880,1/30/2014,81,0,6,0,0,6,2,1,3,5,IND,93,6,17
,,,,,,,,,,,,,0,0,
6471,10/17/2013,14,2,30,8,2,3,2,0,4,5,SP,59,6,17
,,,,,,,,,,,,,0,0,
5718,8/15/2013,674,168,108,192,42,231,5,11,6,3,SA,1415,22,17
,,,,,,,,,,,,,0,0,
3478,6/24/2013,267,42,309,55,42,21,7,4,9,5,CA,736,20,17
,,,,,,,,,,,,,0,0,
7848,6/13/2013,224,2,25,7,0,110,5,3,3,6,IND,368,11,17
,,,,,,,,,,,,,0,0,
7999,4/23/2013,1239,17,413,23,34,17,5,6,5,2,SP,1743,16,17
,,,,,,,,,,,,,0,0,
11101,4/15/2013,412,22,132,59,28,183,11,6,8,4,AUS,836,25,17
,,,,,,,,,,,,,0,0,
9212,2/14/2013,1205,0,235,19,14,205,6,3,13,7,SP,1678,22,17
,,,,,,,,,,,,,0,0,
10983,1/29/2013,304,98,230,150,74,74,6,3,13,3,SA,930,22,17
,,,,,,,,,,,,,0,0,
3629,12/19/2012,76,3,31,4,4,27,3,1,3,7,CA,145,7,17
,,,,,,,,,,,,,0,0,
4673,10/30/2012,1004,12,145,32,12,36,10,3,5,5,SP,1241,18,17
,,,,,,,,,,,,,0,0,
796,10/23/2012,584,44,212,46,8,177,11,4,8,8,CA,1071,23,17
,,,,,,,,,,,,,0,0,
618,9/28/2012,422,7,238,69,46,15,7,2,12,4,AUS,797,21,17
,,,,,,,,,,,,,0,0,
380,9/10/2012,1170,48,320,42,32,192,11,4,9,8,SA,1804,24,17
,,,,,,,,,,,,,0,0,
1092,8/11/2012,269,129,495,182,43,29,9,3,4,7,IND,1147,16,17
,,,,,,,,,,,,,0,0,
8962,4/17/2014,26,0,8,0,0,3,2,0,3,5,SA,37,5,18
,,,,,,,,,,,,,0,0,
8207,3/18/2014,28,0,9,3,0,0,1,0,3,4,CA,40,4,18
,,,,,,,,,,,,,0,0,
6521,3/18/2014,613,22,319,33,102,12,4,6,9,1,SA,1101,19,18
,,,,,,,,,,,,,0,0,
535,2/25/2014,163,23,424,27,65,76,3,10,13,1,GER,778,26,18
,,,,,,,,,,,,,0,0,
4608,2/25/2014,163,23,424,27,65,76,3,10,13,1,SA,778,26,18
,,,,,,,,,,,,,0,0,
11086,1/18/2014,1,6,2,3,6,3,1,0,3,7,SP,21,4,18
,,,,,,,,,,,,,0,0,
1064,12/11/2013,22,1,11,0,5,3,1,0,3,8,SP,42,4,18
,,,,,,,,,,,,,0,0,
7000,10/13/2013,279,172,74,38,8,246,2,10,10,1,GER,817,22,18
,,,,,,,,,,,,,0,0,
1581,10/10/2013,2,0,8,2,2,3,1,0,2,8,SP,17,3,18
,,,,,,,,,,,,,0,0,
7384,7/21/2013,113,61,204,34,26,47,7,1,7,8,SP,485,15,18
,,,,,,,,,,,,,0,0,
10552,5/20/2013,70,54,109,80,9,45,4,1,7,5,SP,367,12,18
,,,,,,,,,,,,,0,0,
6409,5/18/2013,267,140,599,34,12,127,7,5,7,6,SA,1179,19,18
,,,,,,,,,,,,,0,0,
9507,4/7/2013,261,23,73,4,23,50,6,3,5,7,SP,434,14,18
,,,,,,,,,,,,,0,0,
9560,3/3/2013,856,61,570,40,25,122,7,6,8,3,SP,1674,21,18
,,,,,,,,,,,,,0,0,
10991,12/7/2012,454,194,106,31,22,43,5,4,4,2,CA,850,13,18
,,,,,,,,,,,,,0,0,
4712,11/28/2012,8,8,22,24,11,9,1,1,4,4,SP,82,6,18
,,,,,,,,,,,,,0,0,
11056,10/27/2012,546,91,410,119,0,22,3,4,10,1,SP,1188,17,18
,,,,,,,,,,,,,0,0,
7414,9/15/2012,96,1,42,12,3,32,3,1,4,8,SP,186,8,18
,,,,,,,,,,,,,0,0,
3076,9/7/2012,452,18,102,16,18,6,4,2,12,3,AUS,612,18,18
,,,,,,,,,,,,,0,0,
6355,6/17/2014,20,0,14,7,3,1,2,0,4,3,SP,45,6,19
,,,,,,,,,,,,,0,0,
7959,5/29/2014,658,80,483,123,13,13,3,2,5,1,SP,1370,10,19
,,,,,,,,,,,,,0,0,
5512,5/23/2014,451,0,39,0,4,24,7,1,8,5,SP,518,16,19
,,,,,,,,,,,,,0,0,
10102,5/12/2014,395,183,565,166,141,28,5,11,5,3,SA,1478,21,19
,,,,,,,,,,,,,0,0,
9369,3/19/2014,688,14,309,201,24,38,11,10,10,5,GER,1274,31,19
,,,,,,,,,,,,,0,0,
3711,3/1/2014,1035,134,670,25,38,0,6,3,10,3,SP,1902,19,19
,,,,,,,,,,,,,0,0,
6931,2/15/2014,464,151,292,65,60,30,8,3,4,4,SP,1062,15,19
,,,,,,,,,,,,,0,0,
9596,12/23/2013,365,32,117,34,110,6,3,3,13,2,US,664,19,19
,,,,,,,,,,,,,0,0,
2727,12/4/2013,181,21,69,39,3,96,3,3,6,3,SA,409,12,19
,,,,,,,,,,,,,0,0,
8416,11/29/2013,6,6,15,10,5,2,2,0,3,6,US,44,5,19
,,,,,,,,,,,,,0,0,
3967,10/25/2013,331,197,170,58,152,35,2,8,13,1,CA,943,23,19
,,,,,,,,,,,,,0,0,
2139,10/2/2013,3,1,10,3,2,12,2,0,3,5,AUS,31,5,19
,,,,,,,,,,,,,0,0,
2162,9/18/2013,256,34,103,90,29,49,3,3,10,3,SP,561,16,19
,,,,,,,,,,,,,0,0,
9242,8/17/2013,836,185,575,24,25,77,6,3,9,4,SA,1722,18,19
,,,,,,,,,,,,,0,0,
10595,7/8/2013,2,6,28,13,4,16,2,0,3,7,SP,69,5,19
,,,,,,,,,,,,,0,0,
4855,6/6/2013,14,0,24,3,3,2,3,0,2,9,US,46,5,19
,,,,,,,,,,,,,0,0,
5049,6/6/2013,14,0,24,3,3,2,3,0,2,9,SP,46,5,19
,,,,,,,,,,,,,0,0,
4967,3/29/2013,233,0,23,0,0,12,5,1,5,8,SA,268,11,19
,,,,,,,,,,,,,0,0,
9215,12/12/2012,378,0,101,0,0,72,6,4,6,7,CA,551,16,19
,,,,,,,,,,,,,0,0,
3525,12/7/2012,12,0,4,0,0,1,1,0,2,7,SP,17,3,19
,,,,,,,,,,,,,0,0,
3619,9/23/2012,345,25,501,63,138,80,5,3,8,2,AUS,1152,16,19
,,,,,,,,,,,,,0,0,
4415,9/12/2012,10,4,4,3,3,14,1,1,3,7,SP,38,5,19
,,,,,,,,,,,,,0,0,
3645,8/30/2012,19,3,26,10,9,3,2,0,4,8,SP,70,6,19
,,,,,,,,,,,,,0,0,
4692,8/1/2012,7,0,12,13,7,32,4,1,2,9,AUS,71,7,19
,,,,,,,,,,,,,0,0,
3955,6/22/2014,2,1,1,1,0,1,0,0,0,14,SA,6,0,20
,,,,,,,,,,,,,0,0,
5313,4/18/2014,30,0,11,0,0,3,2,0,4,5,SP,44,6,20
,,,,,,,,,,,,,0,0,
7196,2/8/2014,9,0,3,0,0,1,0,0,3,3,CA,13,3,20
,,,,,,,,,,,,,0,0,
1381,1/28/2014,172,3,115,16,0,18,6,1,5,8,SP,324,12,20
,,,,,,,,,,,,,0,0,
10951,1/25/2014,279,0,18,0,0,9,3,1,8,4,SP,306,12,20
,,,,,,,,,,,,,0,0,
4322,11/27/2013,881,38,319,16,25,12,4,5,10,2,SP,1291,19,20
,,,,,,,,,,,,,0,0,
7444,10/19/2013,19,0,9,0,0,2,1,0,3,8,SP,30,4,20
,,,,,,,,,,,,,0,0,
2942,5/7/2013,305,3,27,4,3,144,5,4,4,5,SP,486,13,20
,,,,,,,,,,,,,0,0,
2874,3/7/2013,6,4,7,4,3,8,1,0,3,7,SA,32,4,20
,,,,,,,,,,,,,0,0,
3667,2/28/2013,778,178,689,41,27,44,8,5,11,8,GER,1757,24,20
,,,,,,,,,,,,,0,0,
3697,2/12/2013,69,8,26,12,7,12,3,0,4,7,CA,134,7,20
,,,,,,,,,,,,,0,0,
9955,2/12/2013,69,8,26,12,7,12,3,0,4,7,SP,134,7,20
,,,,,,,,,,,,,0,0,
5320,1/29/2013,79,7,58,6,3,18,3,1,4,6,SA,171,8,20
,,,,,,,,,,,,,0,0,
6422,1/17/2013,344,189,482,50,33,172,5,6,5,2,IND,1270,16,20
,,,,,,,,,,,,,0,0,
3690,1/11/2013,1184,102,673,52,40,40,7,4,10,6,SP,2091,21,20
,,,,,,,,,,,,,0,0,
2408,11/20/2012,490,0,184,10,28,21,7,4,9,7,IND,733,20,20
,,,,,,,,,,,,,0,0,
9260,11/5/2012,1349,16,249,43,16,33,10,6,9,6,CA,1706,25,20
,,,,,,,,,,,,,0,0,
9648,11/3/2012,153,4,56,0,9,31,5,1,4,8,SP,253,10,20
,,,,,,,,,,,,,0,0,
4939,8/31/2012,84,5,38,150,12,28,4,1,6,7,US,317,11,20
,,,,,,,,,,,,,0,0,
8652,8/31/2012,84,5,38,150,12,28,4,1,6,7,SA,317,11,20
,,,,,,,,,,,,,0,0,
4702,8/12/2012,1000,155,379,224,17,120,4,8,4,8,SP,1895,16,20
,,,,,,,,,,,,,0,0,
2587,5/15/2014,14,0,6,0,0,0,2,0,3,5,AUS,20,5,21
,,,,,,,,,,,,,0,0,
2811,4/12/2014,52,0,9,0,0,1,1,0,4,4,SP,62,5,21
,,,,,,,,,,,,,0,0,
9150,4/12/2014,52,0,9,0,0,1,1,0,4,4,SP,62,5,21
,,,,,,,,,,,,,0,0,
10127,4/6/2014,301,11,61,4,7,11,8,2,4,7,CA,395,14,21
,,,,,,,,,,,,,0,0,
5493,3/19/2014,15,0,2,0,0,6,1,0,2,6,SP,23,3,21
,,,,,,,,,,,,,0,0,
2666,2/6/2014,519,50,167,130,0,41,8,3,11,3,CA,907,22,21
,,,,,,,,,,,,,0,0,
10099,10/5/2013,238,115,215,169,69,76,5,3,13,4,SA,882,21,21
,,,,,,,,,,,,,0,0,
10562,9/28/2013,620,26,195,34,17,141,6,4,13,2,IND,1033,23,21
,,,,,,,,,,,,,0,0,
7881,9/28/2013,620,26,195,34,17,141,6,4,13,2,SP,1033,23,21
,,,,,,,,,,,,,0,0,
